,market,start,base_price,end,last_price,increase,pump_length,date_listing,pump_to_listing
727,MULTIUSDT,2023-01-01,4.44,2023-02-20,11.7,1.6351351351351346,50 days,2022-04-06,270 days
728,MULTIUSDT,2023-09-03,1.0456,2023-09-15,3.146,2.008798775822494,12 days,2022-04-06,515 days
729,NEARBTC,2021-08-09,5.86e-05,2021-08-21,0.0001267,1.1621160409556313,12 days,2020-10-14,299 days
730,NEARBTC,2021-08-26,0.0001069,2021-09-08,0.00022419,1.0971936389148738,13 days,2020-10-14,316 days
731,NEARBTC,2021-12-06,0.00014586999999999998,2022-01-14,0.00046889,2.2144375128539115,39 days,2020-10-14,418 days
732,NEARUSDT,2020-11-04,0.57982,2020-11-24,1.2434,1.1444586250905455,20 days,2020-10-14,21 days
733,NEARUSDT,2020-12-23,1.0219,2021-02-13,4.8194,3.7161170368920637,52 days,2020-10-14,70 days
734,NEARUSDT,2021-08-03,2.47898,2021-08-21,6.185,1.4949777731163623,18 days,2020-10-14,293 days
735,NEARUSDT,2021-08-26,5.13912,2021-09-08,10.391,1.0219414997120129,13 days,2020-10-14,316 days
736,NEARUSDT,2021-12-06,7.4437999999999995,2022-01-14,20.184,1.7115183105403158,39 days,2020-10-14,418 days
737,NEARUSDT,2022-12-31,1.2764,2023-02-20,2.702,1.1168912566593545,51 days,2020-10-14,808 days
738,NEOBTC,2017-07-28,0.002566,2017-08-13,0.011704,3.561184723304754,16 days,2017-07-14,14 days
739,NEOBTC,2017-12-07,0.0021798,2018-01-29,0.014945,5.856133590237637,53 days,2017-07-14,146 days
740,NEOBTC,2021-04-03,0.000914,2021-04-18,0.002132,1.3326039387308537,15 days,2017-07-14,1359 days
741,NEOUSDT,2017-11-30,32.8448,2018-01-15,189.382,4.765965997661731,46 days,2017-11-20,10 days
742,NEOUSDT,2021-01-27,22.2574,2021-02-21,54.9,1.466595379514229,25 days,2017-11-20,1164 days
743,NEOUSDT,2021-03-25,40.149800000000006,2021-04-18,119.841,1.9848467489252741,24 days,2017-11-20,1221 days
744,NEOUSDT,2021-07-20,27.784000000000002,2021-09-05,65.78,1.367549668874172,47 days,2017-11-20,1338 days
745,NEOUSDT,2023-10-19,6.752,2023-11-10,13.69,1.0275473933649288,22 days,2017-11-20,2159 days
746,NKNBTC,2021-02-26,9.24e-07,2021-04-09,2.22e-05,23.025974025974026,42 days,2019-10-11,504 days
747,NKNUSDT,2021-01-14,0.020458,2021-04-09,1.29122,62.11565157884446,85 days,2019-10-11,461 days
748,NKNUSDT,2021-07-20,0.185858,2021-09-05,0.5327,1.8661666433513757,47 days,2019-10-11,648 days
749,NMRBTC,2022-06-15,0.00038980000000000004,2022-06-30,0.001229,2.152898922524371,15 days,2020-08-17,667 days
750,NMRUSDT,2021-03-25,43.27,2021-04-17,88.799,1.0522070718742778,23 days,2020-08-19,218 days
751,NMRUSDT,2022-06-18,7.958,2022-06-30,24.51,2.0799195777833623,12 days,2020-08-19,668 days
752,NTRNBTC,2023-11-29,1.244e-05,2023-12-16,2.988e-05,1.4019292604501608,17 days,2023-10-10,50 days
753,NTRNUSDT,2023-11-21,0.45376,2024-01-10,1.5432,2.400916784203103,50 days,2023-10-10,42 days
754,NULSBTC,2017-12-12,4.947e-05,2018-01-10,0.00055906,10.3009904992925,29 days,2017-11-09,33 days
755,NULSBTC,2018-04-16,0.000286302,2018-05-14,0.00059517,1.0788188695852632,28 days,2017-11-09,158 days
756,NULSBTC,2021-11-18,8.778e-06,2021-12-16,2.141e-05,1.4390521758942814,28 days,2017-11-09,1470 days
757,NULSUSDT,2021-01-27,0.29996,2021-02-13,0.7623,1.541338845179357,17 days,2018-07-23,919 days
758,NULSUSDT,2021-02-25,0.48074,2021-03-12,0.9702,1.0181387028331321,15 days,2018-07-23,948 days
759,OCEANUSDT,2021-01-27,0.54882,2021-04-08,1.8379,2.3488211071025114,71 days,2020-08-19,161 days
760,OCEANUSDT,2021-07-21,0.38216,2021-09-05,0.9854,1.5785011513502198,46 days,2020-08-19,336 days
761,OCEANUSDT,2023-01-01,0.16392,2023-02-07,0.5207,2.1765495363592,37 days,2020-08-19,865 days
762,OGNBTC,2020-01-29,1.1708e-05,2020-02-09,4.335e-05,2.7025965152032803,11 days,2020-01-09,20 days
763,OGNBTC,2020-02-25,2.8794e-05,2020-03-08,5.853e-05,1.0327151489893727,12 days,2020-01-09,47 days
764,OGNBTC,2021-01-14,4.032e-06,2021-02-09,9.51e-06,1.3586309523809528,26 days,2020-01-09,371 days
765,OGNBTC,2021-02-23,5.894e-06,2021-04-08,5.316e-05,8.019341703427214,44 days,2020-01-09,411 days
766,OGNBTC,2022-03-09,6.762e-06,2022-03-20,1.97e-05,1.9133392487429757,11 days,2020-01-09,790 days
767,OGNBTC,2022-06-12,8.004e-06,2022-07-03,1.601e-05,1.0002498750624689,21 days,2020-01-09,885 days
768,OGNUSDT,2020-01-29,0.11108,2020-02-09,0.443,2.988116672668347,11 days,2020-01-09,20 days
769,OGNUSDT,2021-01-27,0.18008000000000002,2021-02-09,0.4398,1.4422478898267435,13 days,2020-01-09,384 days
770,OGNUSDT,2021-02-27,0.27532,2021-04-08,3.0833,10.198968473049542,40 days,2020-01-09,415 days
771,OGNUSDT,2022-03-11,0.26456,2022-03-20,0.8141,2.0771847596008466,9 days,2020-01-09,792 days
772,OGBTC,2021-02-26,9.588e-05,2021-04-09,0.0002772,1.891113892365457,42 days,2020-12-30,58 days
773,OGBTC,2021-05-10,0.00014352,2021-05-18,0.0003,1.0903010033444813,8 days,2020-12-30,131 days
774,OGBTC,2022-05-12,4.652e-05,2022-05-23,0.0001105,1.3753224419604468,11 days,2020-12-30,498 days
775,OGBTC,2023-03-27,9.142e-05,2023-04-23,0.0005035,4.507547582585868,27 days,2020-12-30,817 days
776,OGUSDT,2021-01-27,3.3718,2021-02-18,8.145,1.4156237024734561,22 days,2020-12-30,28 days
777,OGUSDT,2021-02-26,4.6124,2021-04-09,16.049,2.4795334316191133,42 days,2020-12-30,58 days
778,OGUSDT,2022-05-12,1.3656,2022-05-23,3.201,1.3440246045694202,11 days,2020-12-30,498 days
779,OGUSDT,2022-07-26,3.7202,2022-08-18,7.441,1.000161281651524,23 days,2020-12-30,573 days
780,OGUSDT,2023-03-27,2.5352,2023-04-19,14.373,4.669375197223099,23 days,2020-12-30,817 days
781,OMGUSDT,2020-05-11,0.6778000000000001,2020-05-23,1.8737,1.7643847742696959,12 days,2019-04-03,404 days
782,OMGUSDT,2020-08-07,1.57512,2020-08-23,6.41,3.0695312103204833,16 days,2019-04-03,492 days
783,OMGUSDT,2021-01-27,3.32588,2021-02-13,7.6958,1.3139139115061278,17 days,2019-04-03,665 days
784,OMGUSDT,2021-03-25,5.16328,2021-04-09,10.4425,1.022454718705939,15 days,2019-04-03,722 days
785,OMGUSDT,2021-04-24,6.34582,2021-05-06,13.1372,1.0702131481825832,12 days,2019-04-03,752 days
786,OMUSDT,2023-12-15,0.024074,2024-02-09,0.31465,12.070117138821965,56 days,2021-03-08,1012 days
787,ONEBTC,2021-01-26,2.38e-07,2021-02-14,7.2e-07,2.0252100840336134,19 days,2019-06-01,605 days
788,ONEBTC,2021-02-23,4.72e-07,2021-03-24,3.79e-06,7.029661016949153,29 days,2019-06-01,633 days
789,ONEBTC,2021-08-28,2.09e-06,2021-09-12,4.71e-06,1.2535885167464116,15 days,2019-06-01,819 days
790,ONEUSDT,2021-01-27,0.0072,2021-02-14,0.03506,3.869444444444445,18 days,2019-06-01,606 days
791,ONEUSDT,2021-02-23,0.023432,2021-03-28,0.20116,7.584841242744964,33 days,2019-06-01,633 days
792,ONEUSDT,2021-08-26,0.10066,2021-09-12,0.21665,1.1522948539638387,17 days,2019-06-01,817 days
793,ONEUSDT,2022-12-31,0.010204000000000001,2023-02-07,0.02816,1.7597020776166208,38 days,2019-06-01,1309 days
794,ONGBTC,2020-06-11,1.2762e-05,2020-06-29,3.156e-05,1.4729666196520923,18 days,2019-02-16,481 days
795,ONGBTC,2021-02-08,6.242e-06,2021-03-06,1.558e-05,1.4959948734380009,26 days,2019-02-16,723 days
796,ONGUSDT,2020-01-25,0.10456,2020-02-15,0.2142,1.04858454475899,21 days,2019-02-16,343 days
797,ONGUSDT,2020-06-11,0.12136,2020-06-29,0.2896,1.3862887277521427,18 days,2019-02-16,481 days
798,ONGUSDT,2021-01-27,0.20306,2021-04-16,1.3563,5.679306608884074,79 days,2019-02-16,711 days
799,ONGUSDT,2021-05-19,0.70862,2021-05-20,2.4318,2.431740566170867,1 days,2019-02-16,823 days
800,ONTBTC,2018-03-19,0.000151678,2018-04-10,0.000682,3.4963673044212076,22 days,2018-03-08,11 days
801,ONTBTC,2018-04-22,0.0004626,2018-05-03,0.00102,1.2049286640726329,11 days,2018-03-08,45 days
802,ONTUSDT,2018-08-14,1.2797999999999998,2018-08-28,2.803,1.1901859665572747,14 days,2018-06-08,67 days
803,ONTUSDT,2021-01-27,0.5676,2021-02-21,1.4137,1.490662438336857,25 days,2018-06-08,964 days
804,OPBTC,2022-07-15,2.3401999999999997e-05,2022-08-03,8.714e-05,2.7236133663789426,19 days,2022-06-01,44 days
805,OPUSDT,2022-07-12,0.4774,2022-08-03,1.991,3.1705069124423964,22 days,2022-06-01,41 days
806,OPUSDT,2022-12-30,0.9152,2023-02-03,3.101,2.3883304195804196,35 days,2022-06-01,212 days
807,ORDIBTC,2023-11-29,0.0005290399999999999,2023-12-30,0.0018745,2.54321034326327,31 days,2023-11-07,22 days
808,ORDIUSDT,2023-11-08,15.7116,2024-01-02,83.236,4.297741795870567,55 days,2023-11-07,1 days
809,ORNBTC,2020-11-19,9.404e-05,2020-12-07,0.0002041,1.1703530412590386,18 days,2020-09-30,50 days
810,ORNBTC,2021-02-08,0.0001198,2021-03-22,0.0005127,3.2796327212020038,42 days,2020-09-30,131 days
811,ORNUSDT,2020-11-19,1.71448,2020-12-07,3.9138,1.2827912836545192,18 days,2020-09-30,50 days
812,ORNUSDT,2021-01-21,2.72586,2021-03-22,27.8473,9.215968538369543,60 days,2020-09-30,113 days
813,ORNUSDT,2021-07-20,4.034800000000001,2021-08-10,10.053,1.4915733121839991,21 days,2020-09-30,293 days
814,OXTUSDT,2021-01-27,0.28414,2021-02-12,0.7023,1.4716688956148378,16 days,2020-09-21,128 days
815,PENDLEBTC,2024-01-08,2.7708e-05,2024-02-06,7.288e-05,1.6302872816515084,29 days,2023-07-03,189 days
816,PENDLEUSDT,2023-12-31,1.19582,2024-02-14,3.2657,1.7309294040909162,45 days,2023-07-03,181 days
817,PEOPLEBTC,2022-01-24,1.052e-06,2022-02-05,2.62e-06,1.4904942965779466,12 days,2021-12-23,32 days
818,PEOPLEBTC,2022-05-11,5.04e-07,2022-05-21,1.09e-06,1.1626984126984128,10 days,2021-12-23,139 days
819,PEOPLEBTC,2022-06-11,6.6e-07,2022-06-24,1.36e-06,1.0606060606060603,13 days,2021-12-23,170 days
820,PEOPLEBTC,2023-12-20,3.0399999999999997e-07,2024-01-07,9.6e-07,2.1578947368421053,18 days,2021-12-23,727 days
821,PEOPLEUSDT,2022-01-23,0.0376,2022-02-05,0.1089,1.8962765957446808,13 days,2021-12-23,31 days
822,PEOPLEUSDT,2023-12-31,0.013224000000000001,2024-01-07,0.04231,2.1994857834240773,7 days,2021-12-23,738 days
823,PEPEUSDT,2023-06-14,8.979999999999999e-07,2023-07-03,1.84e-06,1.048997772828508,19 days,2023-05-05,40 days
824,PEPEUSDT,2023-10-12,6.3e-07,2023-11-10,1.35e-06,1.1428571428571428,29 days,2023-05-05,160 days
825,PERPBTC,2021-05-01,0.00013682,2021-05-20,0.0003294,1.4075427569068848,19 days,2021-03-19,43 days
826,PERPBTC,2021-06-27,0.00013286,2021-07-06,0.0003223,1.4258618094234532,9 days,2021-03-19,100 days
827,PERPBTC,2023-08-26,1.5596e-05,2023-09-08,4.484e-05,1.8750961785073093,13 days,2021-03-19,890 days
828,PERPBTC,2023-12-13,1.6954e-05,2024-01-03,4.033e-05,1.3787896661554795,21 days,2021-03-19,999 days
829,PERPUSDT,2021-06-26,4.4078,2021-07-06,11.05,1.506919551703798,10 days,2021-03-19,99 days
830,PERPUSDT,2021-07-19,7.0782,2021-09-06,21.5,2.0374954084371737,49 days,2021-03-19,122 days
831,PERPUSDT,2023-08-26,0.410052,2023-09-07,1.16,1.8289095041604475,12 days,2021-03-19,890 days
832,PERPUSDT,2023-12-12,0.71478,2024-01-02,1.81129,1.5340524357144858,21 days,2021-03-19,998 days
833,PHABTC,2022-10-13,4.0739999999999994e-06,2022-10-15,1.717e-05,3.2145311732940605,2 days,2021-02-25,595 days
834,PHAUSDT,2022-10-13,0.07787999999999999,2022-10-15,0.3278,3.209039548022599,2 days,2021-06-25,475 days
835,PNTUSDT,2021-01-21,0.41222,2021-02-18,2.045,3.960943185677551,28 days,2020-06-22,213 days
836,POLSUSDT,2023-11-23,0.37138,2023-12-21,1.1761,2.166837201787926,28 days,2021-05-19,918 days
837,POLYXBTC,2023-10-12,4.362e-06,2023-10-30,1.17e-05,1.6822558459422283,18 days,2022-10-17,360 days
838,POLYXUSDT,2023-10-12,0.11717999999999999,2023-10-30,0.4038,2.4459805427547363,18 days,2022-10-17,360 days
839,PORTOBTC,2022-08-13,0.000141224,2022-09-02,0.00037841,1.6795020676372288,20 days,2021-11-16,270 days
840,PORTOUSDT,2022-05-12,1.25956,2022-05-25,2.5249,1.004588904061736,13 days,2021-11-16,177 days
841,PORTOUSDT,2022-08-09,3.39672,2022-09-02,7.5477,1.2220553946159822,24 days,2021-11-16,266 days
842,POWRBTC,2017-11-01,1.5452e-05,2017-11-22,0.0001035,5.698162050220036,21 days,2017-11-01,0 days
843,POWRBTC,2017-12-07,3.2676e-05,2018-01-03,0.00011455,2.505631044191456,27 days,2017-11-01,36 days
844,POWRBTC,2020-01-31,4.752e-06,2020-02-15,1.159e-05,1.438973063973064,15 days,2017-11-01,821 days
845,POWRBTC,2021-11-12,5.698e-06,2021-11-21,1.347e-05,1.3639873639873639,9 days,2017-11-01,1472 days
846,POWRBTC,2024-01-02,8.276e-06,2024-01-06,2.195e-05,1.6522474625422912,4 days,2017-11-01,2253 days
847,POWRUSDT,2023-10-11,0.15458,2023-10-25,0.3596,1.3263035321516365,14 days,2021-11-17,693 days
848,POWRUSDT,2024-01-02,0.36386,2024-01-06,0.9658,1.6543175946792719,4 days,2021-11-17,776 days
849,PSGUSDT,2021-02-28,9.219,2021-03-13,26.981,1.926673174964747,13 days,2020-12-21,69 days
850,PSGUSDT,2021-04-03,17.7048,2021-04-26,56.033,2.1648479508381913,23 days,2020-12-21,103 days
851,PSGUSDT,2021-07-08,14.3388,2021-08-09,49.64,2.461935447875694,32 days,2020-12-21,199 days
852,PSGUSDT,2022-05-12,4.714,2022-05-18,9.72,1.06194314806958,6 days,2020-12-21,507 days
853,PYRUSDT,2022-03-15,8.822000000000001,2022-04-04,18.41,1.086828383586488,20 days,2021-11-26,109 days
854,PYRUSDT,2023-10-18,2.7902,2023-11-15,7.01,1.512364705039065,28 days,2021-11-26,691 days
855,QIBTC,2023-11-30,2e-07,2023-12-11,7.3e-07,2.6500000000000004,11 days,2021-11-15,745 days
856,QIUSDT,2023-11-24,0.007924,2023-12-11,0.03004,2.791014639071176,17 days,2021-11-15,739 days
857,QNTBTC,2021-08-23,0.0037318,2021-09-10,0.008816,1.3623988423816922,18 days,2021-07-29,25 days
858,QNTUSDT,2021-08-23,182.48,2021-09-10,394.9,1.164072775098641,18 days,2021-07-29,25 days
859,QNTUSDT,2022-06-29,52.9,2022-07-19,106.9,1.0207939508506618,20 days,2021-07-29,335 days
860,QTUMBTC,2017-12-07,0.0007094,2018-01-06,0.004233,4.9670143783478995,30 days,2017-09-04,94 days
861,QTUMBTC,2021-03-14,0.00010084,2021-04-19,0.000329,2.262594208647362,36 days,2017-09-04,1287 days
862,QTUMUSDT,2021-01-27,3.2758,2021-02-13,7.718,1.356065693876305,17 days,2018-03-19,1045 days
863,QTUMUSDT,2021-03-18,6.5612,2021-04-18,18.38,1.8013168322867767,31 days,2018-03-19,1095 days
864,QTUMUSDT,2021-04-24,12.3836,2021-05-09,27.365,1.2097774475919765,15 days,2018-03-19,1132 days
865,QTUMUSDT,2021-07-24,6.2526,2021-08-20,14.152,1.2633784345712182,27 days,2018-03-19,1223 days
866,RADBTC,2023-04-21,6.054e-05,2023-05-04,0.000144,1.3785926660059467,13 days,2021-10-07,561 days
867,RADUSDT,2023-04-21,1.6874,2023-05-04,4.157,1.4635533957567854,13 days,2021-10-07,561 days
868,RAREBTC,2023-11-15,1.78e-06,2023-12-04,4.06e-06,1.2808988764044946,19 days,2021-10-11,765 days
869,RAREUSDT,2023-11-16,0.06532,2023-12-04,0.1693,1.591855480710349,18 days,2021-10-11,766 days
870,RAYUSDT,2021-08-11,4.3225999999999996,2021-09-12,16.484,2.8134456114375617,32 days,2021-08-10,1 days
871,RAYUSDT,2023-10-18,0.1725,2023-11-15,0.4252,1.4649275362318843,28 days,2021-08-10,799 days
872,RAYUSDT,2023-11-27,0.37814000000000003,2023-12-23,1.8636,3.9283334214841057,26 days,2021-08-10,839 days
873,REEFUSDT,2021-01-12,0.008006000000000001,2021-02-13,0.049601,5.195478391206595,32 days,2020-12-29,14 days
874,RENBTC,2019-06-17,5.152e-06,2019-07-02,1.104e-05,1.1428571428571428,15 days,2018-12-06,193 days
875,RENBTC,2019-07-16,6.638e-06,2019-07-25,1.377e-05,1.0744200060259115,9 days,2018-12-06,222 days
876,RENBTC,2020-06-08,9.092e-06,2020-07-12,2.078e-05,1.2855257369115707,34 days,2018-12-06,550 days
877,RENBTC,2020-08-01,1.3888e-05,2020-09-01,4.836e-05,2.482142857142857,31 days,2018-12-06,604 days
878,RENBTC,2021-01-07,9.586000000000001e-06,2021-02-19,3.128e-05,2.263092009180054,43 days,2018-12-06,763 days
879,RENUSDT,2020-06-09,0.08708400000000001,2020-07-12,0.19326,1.2192365991456522,33 days,2019-09-25,258 days
880,RENUSDT,2020-07-27,0.15954000000000002,2020-09-01,0.57551,2.607308511971919,36 days,2019-09-25,306 days
881,RENUSDT,2020-12-26,0.293222,2021-02-19,1.75177,4.974210666321081,55 days,2019-09-25,458 days
882,REQBTC,2017-12-01,6.182e-06,2018-01-08,6.167e-05,8.975736007764477,38 days,2017-10-27,35 days
883,REQBTC,2020-06-01,1.3879999999999999e-06,2020-07-17,5.51e-06,2.9697406340057637,46 days,2017-10-27,948 days
884,REQBTC,2021-07-28,1.334e-06,2021-08-12,8.52e-06,5.386806596701649,15 days,2017-10-27,1370 days
885,REQBTC,2021-11-12,3.334e-06,2021-11-26,1.393e-05,3.1781643671265747,14 days,2017-10-27,1477 days
886,RIFBTC,2023-02-13,2.568e-06,2023-03-03,7.92e-06,2.084112149532711,18 days,2021-01-07,767 days
887,RIFUSDT,2021-01-27,0.1605,2021-02-19,0.3548,1.2105919003115264,23 days,2021-01-07,20 days
888,RIFUSDT,2023-02-13,0.056780000000000004,2023-03-17,0.1891,2.3303980274744625,32 days,2021-01-07,767 days
889,RIFUSDT,2023-10-12,0.06412,2023-11-03,0.1358,1.1179039301310045,22 days,2021-01-07,1008 days
890,RLCBTC,2019-10-01,2.586e-05,2019-11-23,0.00010115,2.9114462490332564,53 days,2018-01-12,627 days
891,RLCBTC,2020-06-28,6.4392e-05,2020-07-17,0.0001931,1.9988197291589016,19 days,2018-01-12,898 days
892,RLCBTC,2021-04-24,4.073e-05,2021-05-10,0.00020799,4.106555364596121,16 days,2018-01-12,1198 days
893,RLCBTC,2022-06-16,3.1718e-05,2022-07-01,6.895e-05,1.173844504697648,15 days,2018-01-12,1616 days
894,RLCUSDT,2020-06-28,0.58346,2020-07-17,1.7698,2.033284201144894,19 days,2019-11-14,227 days
895,RLCUSDT,2021-02-28,1.33116,2021-03-16,2.7556,1.0700742209801977,16 days,2019-11-14,472 days
896,RLCUSDT,2021-04-24,2.0655,2021-05-10,11.5462,4.590026627935124,16 days,2019-11-14,527 days
897,RLCUSDT,2022-06-18,0.6258,2022-07-01,1.332,1.1284755512943432,13 days,2019-11-14,947 days
898,RNDRBTC,2023-01-18,2.686e-05,2023-02-07,9.17e-05,2.413998510796724,20 days,2021-11-27,417 days
899,RNDRUSDT,2022-10-20,0.424,2022-11-06,0.919,1.1674528301886793,17 days,2021-11-27,327 days
900,RNDRUSDT,2023-01-07,0.4258,2023-02-07,2.133,4.009394081728511,31 days,2021-11-27,406 days
901,ROSEBTC,2021-08-26,2.076e-06,2021-09-11,6.31e-06,2.039499036608863,16 days,2020-11-19,280 days
902,ROSEBTC,2021-11-10,3.104e-06,2021-11-23,7.25e-06,1.3356958762886602,13 days,2020-11-19,356 days
903,ROSEBTC,2021-12-21,5.406e-06,2022-01-14,1.312e-05,1.4269330373658895,24 days,2020-11-19,397 days
904,ROSEBTC,2022-07-25,2.31e-06,2022-08-08,4.73e-06,1.0476190476190474,14 days,2020-11-19,613 days
905,ROSEUSDT,2021-01-27,0.056264,2021-02-17,0.13328,1.3688326460969713,21 days,2020-11-19,69 days
906,ROSEUSDT,2021-02-28,0.091284,2021-03-14,0.22524,1.467464177731037,14 days,2020-11-19,101 days
907,ROSEUSDT,2021-08-26,0.1,2021-09-11,0.286,1.8599999999999997,16 days,2020-11-19,280 days
908,ROSEUSDT,2021-11-05,0.193946,2021-11-23,0.41761,1.1532282181638187,18 days,2020-11-19,351 days
909,ROSEUSDT,2021-12-20,0.255902,2022-01-14,0.56536,1.2092832412407872,25 days,2020-11-19,396 days
910,ROSEUSDT,2022-07-25,0.049662,2022-08-08,0.11276,1.2705489106358987,14 days,2020-11-19,613 days
911,RSRUSDT,2020-11-04,0.010758,2020-11-21,0.02401,1.2318274772262503,17 days,2020-08-27,69 days
912,RSRUSDT,2020-12-23,0.01715,2021-01-18,0.04713,1.7481049562682216,26 days,2020-08-27,118 days
913,RSRUSDT,2021-01-27,0.033474,2021-02-13,0.07195,1.1494294078986678,17 days,2020-08-27,153 days
914,RSRUSDT,2021-02-25,0.043856,2021-03-21,0.09478,1.1611638088288947,24 days,2020-08-27,182 days
915,RSRUSDT,2021-07-20,0.018668,2021-08-25,0.0543,1.9087208056567386,36 days,2020-08-27,327 days
916,RSRUSDT,2022-05-12,0.004216,2022-06-07,0.00993,1.355313092979127,26 days,2020-08-27,623 days
917,RUNEBTC,2020-08-01,3.9658e-05,2020-08-30,9.318e-05,1.3495889858288366,29 days,2020-07-24,8 days
918,RUNEBTC,2020-11-03,2.6898e-05,2020-11-17,5.691e-05,1.1157706892705779,14 days,2020-07-24,102 days
919,RUNEBTC,2021-01-08,3.696e-05,2021-02-01,0.00012456,2.37012987012987,24 days,2020-07-24,168 days
920,RUNEBTC,2021-03-24,9.337e-05,2021-05-18,0.00047381,4.074542144157653,55 days,2020-07-24,243 days
921,RUNEBTC,2021-10-19,0.00012186,2021-11-02,0.0002619,1.1491875923190549,14 days,2020-07-24,452 days
922,RUNEBTC,2022-02-27,9.302e-05,2022-04-01,0.0002672,1.872500537518813,33 days,2020-07-24,583 days
923,RUNEBTC,2023-08-02,3.184e-05,2023-08-20,6.761e-05,1.123429648241206,18 days,2020-07-24,1104 days
924,RUNEBTC,2023-10-19,5.4548e-05,2023-12-02,0.00017963,2.293062990393782,44 days,2020-07-24,1182 days
925,RUNEUSDT,2020-11-03,0.37888,2020-11-17,1.0066,1.6567778716216215,14 days,2020-09-04,60 days
926,RUNEUSDT,2020-12-23,0.88388,2021-03-11,6.4194,6.262750599628909,78 days,2020-09-04,110 days
927,RUNEUSDT,2021-03-24,4.9061200000000005,2021-05-18,20.335,3.144823200410915,55 days,2020-09-04,201 days
928,RUNEUSDT,2021-07-22,3.5138000000000003,2021-09-06,11.688,2.326313392907963,46 days,2020-09-04,321 days
929,RUNEUSDT,2021-10-12,7.3656,2021-11-02,16.575,1.2503258390355163,21 days,2020-09-04,403 days
930,RUNEUSDT,2022-02-24,3.4794,2022-04-01,12.358,2.5517617980111513,36 days,2020-09-04,538 days
931,RUNEUSDT,2023-10-19,1.553,2023-12-02,7.088,3.564069542820348,44 days,2020-09-04,1140 days
932,RVNBTC,2019-02-21,2.738e-06,2019-03-28,1.645e-05,5.0080350620891165,35 days,2018-10-12,132 days
933,RVNBTC,2021-01-15,4.62e-07,2021-02-20,4.03e-06,7.722943722943724,36 days,2018-10-12,826 days
934,RVNBTC,2021-07-29,1.528e-06,2021-08-12,3.39e-06,1.218586387434555,14 days,2018-10-12,1021 days
935,RVNBTC,2022-08-28,1.42e-06,2022-09-14,3.49e-06,1.4577464788732395,17 days,2018-10-12,1416 days
936,RVNUSDT,2021-01-27,0.015972,2021-02-20,0.22557,13.122839969947409,24 days,2019-09-25,490 days
937,RVNUSDT,2021-07-24,0.058108,2021-08-13,0.15557,1.6772561437323608,20 days,2019-09-25,668 days
938,RVNUSDT,2022-08-28,0.028426,2022-09-14,0.07037,1.4755505523112644,17 days,2019-09-25,1068 days
939,SANDBTC,2021-01-14,1.0779999999999999e-06,2021-03-28,1.451e-05,12.460111317254174,73 days,2020-08-14,153 days
940,SANDBTC,2021-06-22,5.578e-06,2021-07-25,2.138e-05,2.832915023305844,33 days,2020-08-14,312 days
941,SANDBTC,2021-10-19,1.1768e-05,2021-11-28,0.00013123,10.151427600271925,40 days,2020-08-14,431 days
942,SANDUSDT,2021-01-12,0.0406592,2021-03-30,0.82667,19.331683850149535,77 days,2020-08-14,151 days
943,SANDUSDT,2021-06-22,0.18093199999999998,2021-07-25,0.75576,3.1770388875378597,33 days,2020-08-14,312 days
944,SANDUSDT,2021-10-17,0.73312,2021-11-28,7.5136,9.24879965080751,42 days,2020-08-14,429 days
945,SANDUSDT,2022-12-31,0.38762,2023-01-22,0.8076,1.0834838243640676,22 days,2020-08-14,869 days
946,SANTOSBTC,2022-02-26,6.2924e-05,2022-03-12,0.00016961,1.6954739050282883,14 days,2021-12-01,87 days
947,SANTOSBTC,2022-05-12,5.6168e-05,2022-05-20,0.00019135,2.406744053553625,8 days,2021-12-01,162 days
948,SANTOSBTC,2022-08-11,0.000196908,2022-09-02,0.0007447,2.7819692445202837,22 days,2021-12-01,253 days
949,SANTOSUSDT,2022-02-26,2.5508,2022-03-25,6.662,1.6117296534420573,27 days,2021-12-01,87 days
950,SANTOSUSDT,2022-05-12,1.6454,2022-05-20,5.591,2.3979579433572384,8 days,2021-12-01,162 days
951,SANTOSUSDT,2022-08-09,4.632,2022-09-02,14.875,2.211355785837651,24 days,2021-12-01,251 days
952,SCRTBTC,2021-01-08,1.6802e-05,2021-01-20,4.142e-05,1.4651827163432924,12 days,2020-09-30,100 days
953,SCRTBTC,2021-02-07,3.0618000000000004e-05,2021-02-22,8.329e-05,1.7202952511594483,15 days,2020-09-30,130 days
954,SCRTBTC,2021-09-21,4.3828e-05,2021-10-28,0.00016326,2.7250159715250524,37 days,2020-09-30,356 days
955,SCRTBTC,2021-12-20,9.663e-05,2022-01-18,0.00022522,1.3307461450895166,29 days,2020-09-30,446 days
956,SCUSDT,2021-01-27,0.004439,2021-02-21,0.013708,2.088082901554404,25 days,2020-07-06,205 days
957,SCUSDT,2021-03-02,0.010323,2021-04-17,0.052948,4.129129129129129,46 days,2020-07-06,239 days
958,SEIBTC,2023-11-09,3.4980000000000002e-06,2023-11-28,7.46e-06,1.1326472269868495,19 days,2023-08-15,86 days
959,SEIBTC,2023-12-15,5.622e-06,2024-01-17,1.941e-05,2.4525080042689433,33 days,2023-08-15,122 days
960,SEIUSDT,2023-11-09,0.13016,2024-01-17,0.8309,5.383681622618315,69 days,2023-08-15,86 days
961,SFPBTC,2021-03-13,3.2460000000000004e-05,2021-03-22,6.528e-05,1.0110905730129387,9 days,2021-02-08,33 days
